laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
672,Msi,Gp72Vr Leopard,Gaming,17.3,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,2.7Kg,1486.77
673,Toshiba,Satellite Pro,Notebook,15.6,1366X768,Intel Core I3 6100U 2.1Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 520,Windows 10,2.1Kg,498.0
674,Dell,Latitude 3580,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,1Tb Hdd,Intel Hd Graphics 620,Windows 10,2.06Kg,955.0
675,Hp,15-Bs012Nv (I7-7500U/8Gb/1Tb/Radeon,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,1Tb Hdd,Amd Radeon 530,Windows 10,2.1Kg,745.0
676,Toshiba,Tecra Z50-D-10E,Notebook,15.6,Ips Panel Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,2.0Kg,1258.0
677,Acer,Aspire 3,Notebook,15.6,1366X768,Intel Core I3 6006U 2Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 520,Linux,2.1Kg,412.0
678,Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256X1504,Intel Core I7 7600U 2.8Ghz,8Gb,256Gb Ssd,Intel Iris Plus Graphics 640,Windows 10 S,1.252Kg,1867.85
679,Lenovo,V310-15Isk (I5-7200U/8Gb/1Tb,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Amd Radeon R5 M430,Windows 10,1.90Kg,817.95
680,Lenovo,Yoga 720-13Ikb,2 In 1 Convertible,13.3,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.3Kg,1034.0
681,Lenovo,Ideapad 320-15Ast,Notebook,15.6,1366X768,Amd E-Series E2-9000 2.2Ghz,4Gb,128Gb Ssd,Amd Radeon R2 Graphics,Windows 10,2.2Kg,349.0
682,Hp,Pavilion X360,2 In 1 Convertible,14.0,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I3 7100U 2.4Ghz,4Gb,128Gb Ssd,Nvidia Geforce 940Mx,Windows 10,1.63Kg,699.0
683,Msi,Gp62 7Rdx,Gaming,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1050,Windows 10,2.4Kg,1294.0
684,Asus,Zenbook 3,Ultrabook,14.0,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.1Kg,1135.0
685,Hp,Chromebook X360,2 In 1 Convertible,11.6,Touchscreen 1366X768,Intel Celeron Dual Core N3350 1.1Ghz,8Gb,64Gb Flash Storage,Intel Hd Graphics 500,Chrome Os,1.4Kg,495.0
686,Lg,Gram 15Z975,Ultrabook,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 8550U 1.8Ghz,8Gb,512Gb Ssd,Intel Hd Graphics 620,Windows 10,1.09Kg,2299.0
687,Acer,Aspire Vx5-591G,Gaming,15.6,Full Hd 1920X1080,Intel Core I5 7300Hq 2.5Ghz,16Gb,256Gb Ssd,Nvidia Geforce Gtx 1050 Ti,Windows 10,2.5Kg,1299.0
688,Msi,Gv62M 7Rd,Gaming,15.6,Full Hd 1920X1080,Intel Core I5 7300Hq 2.5Ghz,8Gb,256Gb Ssd,Nvidia Geforce Gtx 1050,Windows 10,2.2Kg,997.9
689,Asus,L502Na-Go052T (N3350/4Gb/128Gb/W10),Notebook,15.6,1366X768,Intel Celeron Dual Core N3350 1.1Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 500,Windows 10,1.86Kg,419.0
690,Dell,Alienware 15,Gaming,15.6,Full Hd 1920X1080,Intel Core I5 7300Hq 2.5Ghz,16Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,3.21Kg,2051.0
691,Hp,17-Bs000Nv I3,Notebook,17.3,Ips Panel Full Hd 1920X1080,Intel Core I3 6006U 2Ghz,4Gb,256Gb Ssd,Amd Radeon R5 520,Windows 10,2.5Kg,699.0
692,Lenovo,Yoga 730,2 In 1 Convertible,13.3,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I7 8550U 1.8Ghz,8Gb,512Gb Ssd,Intel Uhd Graphics 620,Windows 10,1.19Kg,1499.0
693,Dell,Alienware 15,Gaming,15.6,Full Hd 1920X1080,Intel Core I7 7820Hk 2.9Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1070,Windows 10,3.49Kg,2813.75
694,Hp,250 G6,Notebook,15.6,1366X768,Intel Core I5 7200U 2.5Ghz,4Gb,500Gb Hdd,Amd Radeon 520,Windows 10,1.86Kg,612.61
695,Dell,Inspiron 3567,Notebook,15.6,1366X768,Intel Core I3 6006U 2Ghz,4Gb,1Tb Hdd,Amd Radeon R5 M430,Windows 10,2.2Kg,545.67
696,Hp,17-Y002Nv (A10-9600P/6Gb/2Tb/Radeon,Notebook,17.3,Ips Panel Full Hd 1920X1080,Amd A10-Series 9600P 2.4Ghz,6Gb,2Tb Hdd,Amd Radeon R7 M440,Windows 10,2.65Kg,569.0
697,Lenovo,V110-15Isk (3855U/4Gb/500Gb/W10),Notebook,15.6,1366X768,Intel Celeron Dual Core 3855U 1.6Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 510,Windows 10,2.1Kg,318.0
698,Acer,Chromebook 14,Notebook,14.0,1366X768,Intel Celeron Dual Core 3855U 1.6Ghz,4Gb,32Gb Flash Storage,Intel Hd Graphics 510,Chrome Os,1.45Kg,375.0
699,Lenovo,Ideapad 520S-14Ikb,Notebook,14.0,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,4Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.7Kg,699.0
700,Hp,Zbook 17,Workstation,17.3,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,500Gb Hdd,Nvidia Quadro M1200,Windows 10,3.14Kg,1907.99
701,Lenovo,Thinkpad X1,2 In 1 Convertible,14.0,Touchscreen 2560X1440,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.42Kg,2590.0
702,Toshiba,Satellite Pro,Notebook,13.3,Ips Panel Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.5Kg,973.0
703,Acer,Travelmate B117-M,Netbook,11.6,1366X768,Intel Celeron Dual Core N3050 1.6Ghz,4Gb,32Gb Flash Storage,Intel Hd Graphics,Windows 10,1.4Kg,269.0
704,Lenovo,Yoga 910-13Ikb,2 In 1 Convertible,14.0,Full Hd / Touchscreen 1920X1080,Intel Core I7 7500U 2.7Ghz,16Gb,512Gb Ssd,Intel Hd Graphics 620,Windows 10,1.38Kg,1749.0
705,Asus,Chromebook Flip,2 In 1 Convertible,12.5,Full Hd / Touchscreen 1920X1080,Intel Core M M3-6Y30 0.9Ghz,4Gb,64Gb Flash Storage,Intel Hd Graphics 515,Chrome Os,1.2Kg,669.0
706,Toshiba,Portege Z30T-C-133,Ultrabook,13.3,Full Hd / Touchscreen 1920X1080,Intel Core I7 6500U 2.5Ghz,16Gb,512Gb Ssd,Intel Hd Graphics 520,Windows 10,1.36Kg,1877.0
707,Hp,15-Bs011Nv (I7-7500U/4Gb/500Gb/Radeon,Notebook,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,4Gb,500Gb Hdd,Amd Radeon 530,Windows 10,2.1Kg,689.0
708,Dell,Inspiron 5577,Gaming,15.6,Full Hd 1920X1080,Intel Core I5 7300Hq 2.5Ghz,8Gb,1Tb Hdd,Nvidia Geforce Gtx 1050,Windows 10,2.56Kg,819.0
709,Lenovo,Ideapad 320-15Ast,Notebook,15.6,Full Hd 1920X1080,Amd A9-Series 9420 2.9Ghz,4Gb,256Gb Ssd,Amd Radeon 530,Windows 10,2.2Kg,399.0
710,Lenovo,Ideapad 320-15Abr,Notebook,15.6,1366X768,Amd A12-Series 9720P 3.6Ghz,8Gb,1Tb Hdd,Amd Radeon R7,Windows 10,2.2Kg,429.0
711,Lenovo,V310-15Ikb (I5-7200U/4Gb/1Tb/Fhd/W10),Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,4Gb,1Tb Hdd +  1Tb Hdd,Intel Hd Graphics 620,Windows 10,2.1Kg,621.45
712,Lenovo,V310-15Isk (I3-6006U/4Gb/500Gb/No,Notebook,15.6,1366X768,Intel Core I3 6006U 2Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 520,No Os,1.90Kg,450.0
713,Dell,Vostro 5568,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,2.18Kg,795.0
714,Acer,Spin 5,2 In 1 Convertible,13.3,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I5 8250U 1.6Ghz,8Gb,256Gb Ssd,Intel Uhd Graphics 620,Windows 10,1.6Kg,999.0
715,Lenovo,Thinkpad P51S,Workstation,15.6,Full Hd 1920X1080,Intel Core I7 6500U 2.5Ghz,16Gb,512Gb Ssd,Nvidia Quadro M520M,Windows 7,2.18Kg,1855.0
716,Lenovo,Thinkpad T460P,Notebook,14.0,Full Hd 1920X1080,Intel Core I5 6300Hq 2.3Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.8Kg,1191.0
717,Hp,17-Ak002Nv (A10-9620P/6Gb/2Tb/Radeon,Notebook,17.3,Ips Panel Full Hd 1920X1080,Amd A10-Series 9620P 2.5Ghz,6Gb,2Tb Hdd,Amd Radeon 530,Windows 10,2.71Kg,655.01
718,Lenovo,Legion Y520-15Ikbn,Gaming,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1050 Ti,Windows 10,2.5Kg,1249.0
719,Dell,Latitude 5480,Notebook,14.0,Full Hd 1920X1080,Intel Core I5 7440Hq 2.8Ghz,8Gb,256Gb Ssd,Nvidia Geforce 930Mx,Linux,1.64Kg,1089.0
720,Dell,Vostro 5568,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,1Tb Hdd,Intel Hd Graphics 620,Linux,1.98Kg,726.0
721,Asus,Vivobook E403Na,Notebook,14.0,Full Hd 1920X1080,Intel Celeron Dual Core N3350 1.1Ghz,4Gb,32Gb Flash Storage,Intel Hd Graphics 500,Windows 10,1.5Kg,298.0
722,Dell,Latitude 5580,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7300U 2.6Ghz,16Gb,512Gb Ssd,Intel Hd Graphics 620,Windows 10,1.93Kg,1426.66
723,Lenovo,Thinkpad E470,Notebook,14.0,Ips Panel Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Nvidia Geforce 920Mx,Windows 10,1.87Kg,857.07
724,Dell,Latitude 5580,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7300U 2.6Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.9Kg,1179.0
725,Lenovo,110-15Acl (A6-7310/4Gb/500Gb/W10),Notebook,15.6,1366X768,Amd A6-Series 7310 2Ghz,4Gb,500Gb Hdd,Amd Radeon R4,Windows 10,2.19Kg,298.0
726,Mediacom,Smartbook 142,Notebook,14.0,Ips Panel Full Hd 1920X1200,Intel Atom Z8350 1.92Ghz,4Gb,32Gb Hdd,Intel Hd Graphics 400,Windows 10,1.4Kg,265.0
727,Hp,Probook 470,Notebook,17.3,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd,Nvidia Geforce 930Mx,Windows 10,2.63Kg,1200.0
728,Lenovo,Thinkpad X1,Ultrabook,14.0,Ips Panel Quad Hd+ 2560X1440,Intel Core I7 6500U 2.5Ghz,8Gb,512Gb Ssd,Intel Hd Graphics 520,Windows 10,1.17Kg,1686.64
729,Hp,Pavilion X360,2 In 1 Convertible,13.3,Ips Panel Touchscreen 1366X768,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.58Kg,836.6
730,Lenovo,Thinkpad T470S,Ultrabook,14.0,Ips Panel Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.32Kg,1499.0
731,Dell,Alienware 17,Gaming,17.3,4K Ultra Hd 3840X2160,Intel Core I7 7700Hq 2.8Ghz,32Gb,1Tb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1070,Windows 10,4.36Kg,3659.4
732,Msi,Gl72M 7Rex,Gaming,17.3,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1050 Ti,Windows 10,2.7Kg,1348.48
733,Lenovo,V310-15Ikb (I5-7200U/4Gb/1Tb/No,Notebook,15.6,1366X768,Intel Core I5 7200U 2.5Ghz,4Gb,1Tb Hdd,Intel Hd Graphics 620,No Os,1.9Kg,489.9
734,Dell,Inspiron 5570,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Amd Radeon 530,Windows 10,2.2Kg,719.0
735,Dell,Inspiron 5378,2 In 1 Convertible,13.3,Full Hd / Touchscreen 1920X1080,Intel Core I3 7100U 2.4Ghz,4Gb,1Tb Hdd,Intel Hd Graphics 620,Windows 10,1.71Kg,649.0
736,Dell,Inspiron 5567,Notebook,15.6,1366X768,Intel Core I5 7200U 2.5Ghz,8Gb,1Tb Hdd,Amd Radeon R7 M445,Linux,2.32Kg,589.52
737,Hp,15-Bw037Na (A9-9420/4Gb/1Tb/Radeon,Notebook,15.6,Full Hd 1920X1080,Amd A9-Series 9420 3Ghz,4Gb,1Tb Hdd,Amd Radeon 520,Windows 10,2.1Kg,489.0
738,Acer,Predator 17,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,16Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,4.2Kg,1935.0
739,Dell,Inspiron 3567,Notebook,15.6,1366X768,Intel Core I5 7200U 2.5Ghz,12Gb,1Tb Hdd,Intel Hd Graphics 620,Windows 10,2.25Kg,649.0
740,Hp,15-Bw091Nd (A9-9420/6Gb/1Tb,Notebook,15.6,Full Hd 1920X1080,Amd A9-Series A9-9420 3Ghz,6Gb,128Gb Ssd +  1Tb Hdd,Amd Radeon 520,Windows 10,2.1Kg,650.0
741,Acer,Extensa Ex2540-58Kr,Notebook,15.6,1366X768,Intel Core I5 7200U 2.5Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 620,Windows 10,2.4Kg,559.0
742,Lenovo,Thinkpad 13,Notebook,13.3,Ips Panel Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.44Kg,960.0
743,Lenovo,V310-15Ikb (I7-7500U/4Gb/1Tb/Fhd/W10),Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,4Gb,1Tb Hdd,Intel Hd Graphics 620,Windows 10,1.85Kg,779.0
744,Hp,Zbook 15,Workstation,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd,Nvidia Quadro M2200,Windows 10,2.6Kg,2419.0
745,Dell,Inspiron 5379,2 In 1 Convertible,13.3,Full Hd / Touchscreen 1920X1080,Intel Core I5 8250U 1.6Ghz,8Gb,1Tb Hdd,Intel Uhd Graphics 620,Windows 10,1.55Kg,659.0
746,Msi,Gs63Vr 7Rf,Gaming,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,1.8Kg,2094.48
747,Acer,Aspire Es1-572,Notebook,15.6,1366X768,Intel Core I3 6006U 2Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 520,Windows 10,2.4Kg,410.8
748,Dell,Inspiron 7560,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce 940Mx,Windows 10,2.0Kg,1207.0
749,Dell,Vostro 3568,Notebook,15.6,1366X768,Intel Core I3 6006U 2Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,2Kg,665.0
750,Toshiba,Tecra X40-D-10G,Notebook,14.0,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.25Kg,1535.0
751,Lenovo,Flex 5,2 In 1 Convertible,14.0,Full Hd / Touchscreen 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.7Kg,999.0
752,Lenovo,Thinkpad P51S,Workstation,15.6,Ips Panel 4K Ultra Hd 3840X2160,Intel Core I7 7600U 2.8Ghz,16Gb,1Tb Ssd,Nvidia Quadro M520M,Windows 10,2.5Kg,3299.0
753,Acer,Chromebook 14,Notebook,14.0,1366X768,Intel Celeron Dual Core N3060 1.6Ghz,2Gb,32Gb Flash Storage,Intel Hd Graphics 400,Chrome Os,1.68Kg,330.0
754,Samsung,Notebook 9,Ultrabook,13.3,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,16Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,0.81Kg,1649.0
755,Hp,250 G6,Notebook,15.6,Full Hd 1920X1080,Intel Core I3 6006U 2Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.86Kg,539.0
757,Dell,Latitude 5480,Notebook,14.0,1366X768,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.6Kg,1126.71
758,Hp,Zbook 17,Workstation,17.3,Ips Panel Full Hd 1920X1080,Intel Xeon E3-1535M V5 2.9Ghz,16Gb,256Gb Ssd,Nvidia Quadro M2000M,Windows 7,3Kg,4389.0
759,Lenovo,N23 (N3060/4Gb/128Gb/W10),Netbook,11.6,Touchscreen 1366X768,Intel Celeron Dual Core N3060 1.6Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 400,Windows 10,1.4Kg,475.0
760,Hp,Elitebook 850,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 6300U 2.4Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.84Kg,1900.0
761,Asus,X550Vx-Xx015D (I5-6300Hq/4Gb/1Tb/Geforce,Notebook,15.6,1366X768,Intel Core I5 6300Hq 2.3Ghz,4Gb,1Tb Hdd,Nvidia Geforce Gtx 950M,No Os,2.45Kg,579.0
762,Lenovo,Thinkpad T460,Ultrabook,14.0,Full Hd 1920X1080,Intel Core I5 6200U 2.3Ghz,4Gb,180Gb Ssd,Intel Hd Graphics 520,Windows 10,1.7Kg,1096.0
763,Asus,Pro P2540Ua-Xo0192R,Notebook,15.6,1366X768,Intel Core I7 7500U 2.7Ghz,4Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,2.37Kg,849.9
764,Lenovo,Yoga 900-13Isk,2 In 1 Convertible,13.3,Ips Panel Quad Hd+ / Touchscreen 3200X1800,Intel Core I5 6260U 1.8Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 540,Windows 10,1.3Kg,1199.0
765,Hp,15-Cb003Na (I5-7300Hq/8Gb/1Tb,Notebook,15.6,Ips Panel Full Hd 1920X1080,Intel Core I5 7300Hq 2.5Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1050,Windows 10,2.2Kg,1099.0
766,Hp,Zbook 15,Workstation,15.6,Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,8Gb,256Gb Ssd,Nvidia Quadro M1000M,Windows 7,2.59Kg,1561.0
767,Dell,Alienware 17,Gaming,15.6,Ips Panel 4K Ultra Hd 3840X2160,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1070,Windows 10,4.42Kg,2868.99
768,Acer,Aspire 3,Notebook,15.6,1366X768,Intel Core I5 7200U 2.5Ghz,4Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,2.1Kg,599.0
769,Lenovo,Legion Y520-15Ikbn,Gaming,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1050,Windows 10,2.5Kg,1048.0
770,Dell,Latitude 7280,Ultrabook,12.5,Full Hd 1920X1080,Intel Core I7 7600U 2.8Ghz,16Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.18Kg,1859.0
771,Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400X1600,Intel Core I5 7Y57 1.2Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 615,Chrome Os,1.1Kg,1559.0
772,Asus,Zenbook Ux330Ua-Ah5Q,Ultrabook,13.3,Ips Panel Quad Hd+ 3200X1800,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.2Kg,1129.0
773,Dell,Latitude 3380,Notebook,13.3,1366X768,Intel Core I3 6006U 2Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 520,Windows 10,1.65Kg,849.0
774,Acer,Travelmate P238-M,Notebook,13.3,1366X768,Intel Core I5 6200U 2.3Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 520,Windows 10,1.6Kg,655.0
775,Asus,X751Nv-Ty001 (N4200/4Gb/1Tb/Geforce,Notebook,17.3,1366X768,Intel Pentium Quad Core N4200 1.1Ghz,4Gb,1Tb Hdd,Nvidia Geforce 920Mx,Windows 10,2.8Kg,470.34
776,Dell,Inspiron 7559,Gaming,15.6,Ips Panel Touchscreen / 4K Ultra Hd 3840X2160,Intel Core I7 6700Hq 2.6Ghz,16Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 960M,Windows 10,2.72Kg,1099.0
777,Samsung,Notebook 9,Ultrabook,13.3,Full Hd / Touchscreen 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.31Kg,1599.0
778,Acer,Aspire A315-31,Notebook,15.6,1366X768,Intel Pentium Quad Core N4200 1.1Ghz,4Gb,1Tb Hdd,Intel Hd Graphics 505,Linux,2.1Kg,298.0
779,Dell,Inspiron 5567,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,16Gb,256Gb Ssd,Amd Radeon R7 M445,Windows 10,2.3Kg,1181.27
780,Samsung,Notebook 9,2 In 1 Convertible,15.0,Full Hd / Touchscreen 1920X1080,Intel Core I7 7500U 2.7Ghz,16Gb,256Gb Ssd,Amd Radeon 540,Windows 10,1.71Kg,1799.0
781,Toshiba,Tecra A40-C-1E5,Notebook,14.0,Ips Panel 1366X768,Intel Core I5 6200U 2.3Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 520,Windows 10,1.75Kg,1020.0
782,Dell,Inspiron 7567,Gaming,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,1Tb Hdd,Nvidia Geforce Gtx 1050,Windows 10,2.62Kg,1099.0
783,Hp,Elitebook 820,Ultrabook,12.5,1366X768,Intel Core I5 6200U 2.3Ghz,4Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.26Kg,1244.0
784,Asus,Q524Uq-Bhi7T15 (I7-7500U/12Gb/2Tb/Geforce,2 In 1 Convertible,15.6,Full Hd / Touchscreen 1920X1080,Intel Core I7 7500U 2.7Ghz,12Gb,2Tb Hdd,Nvidia Geforce 940Mx,Windows 10,2.3Kg,839.0
785,Lenovo,Thinkpad P50,Notebook,15.6,4K Ultra Hd 3840X2160,Intel Core I7 6820Hq 2.7Ghz,16Gb,512Gb Ssd,Nvidia Quadro M2000M,Windows 7,2.5Kg,2370.0
786,Acer,Swift 3,Notebook,14.0,Ips Panel Full Hd 1920X1080,Intel Core I3 7100U 2.4Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 620,Windows 10,1.8Kg,636.0
787,Razer,Blade Pro,Gaming,14.0,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,512Gb Ssd,Nvidia Geforce Gtx 1060,Windows 10,1.95Kg,2899.0
788,Asus,Vivobook Max,Notebook,15.6,1920X1080,Intel Pentium Dual Core N4200 1.1Ghz,8Gb,128Gb Ssd,Intel Hd Graphics 505,Windows 10,2Kg,581.9
789,Dell,Alienware 17,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,32Gb,1Tb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1070M,Windows 10,4.42Kg,3588.8
790,Asus,Rog G752Vs-Ba171T,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1070,Windows 10,4.3Kg,2350.0
791,Toshiba,Tecra Z40-C-161,Ultrabook,14.0,Ips Panel Full Hd 1920X1080,Intel Core I7 6600U 2.6Ghz,16Gb,512Gb Ssd,Nvidia Geforce 930M,Windows 10,1.47Kg,1764.0
792,Lenovo,Ideapad 110-15Ibr,Notebook,15.6,1366X768,Intel Celeron Quad Core N3710 1.6Ghz,8Gb,1Tb Hdd,Intel Hd Graphics 405,No Os,2.2Kg,329.0
793,Lenovo,Thinkpad T470S,Ultrabook,14.0,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,16Gb,512Gb Ssd,Intel Hd Graphics 620,Windows 10,1.7Kg,2299.0
794,Msi,Gs43Vr 7Re,Gaming,14.0,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,1.6Kg,1891.0
795,Msi,Gl62M (I5-7300Hq/8Gb/1Tb,Gaming,15.6,Full Hd 1920X1080,Intel Core I5 7300Hq 2.5Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1050,Windows 10,2.2Kg,1089.0
796,Lenovo,Legion Y520-15Ikbn,Gaming,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,4Gb,1Tb Hdd,Nvidia Geforce Gtx 1050,Windows 10,2.4Kg,999.0
797,Acer,Predator G9-793,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,4.2Kg,2299.0
798,Dell,Inspiron 7567,Gaming,15.6,Full Hd 1920X1080,Intel Core I5 7300Hq 2.5Ghz,8Gb,256Gb Ssd,Nvidia Geforce Gtx 1050,Windows 10,2.62Kg,985.0
